,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,bayes_factor_utility,beta_kl_utility,beta_entropy_change,beta_bayes_factor_utility,pure_second_order_belief_change,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_a,prior_beta_for_entropy_b,posterior_beta_for_entropy_a,posterior_beta_for_entropy_b,prior_beta_for_bf_a,prior_beta_for_bf_b,posterior_beta_for_bf_a,posterior_beta_for_bf_b,prior_beta_for_2nd_order_change_a,prior_beta_for_2nd_order_change_b,posterior_beta_for_2nd_order_change_a,posterior_beta_for_2nd_order_change_b
347,3355,relevant,10,high_certainty,negative,neutral,1.0,0.5,5,3,0.2,0.5,0.75,0.30000000000000004,2,0.2780719051,0.4728574236,0.75,0.955366531,2.322e-07,9.1705476419,36.5628838767,10.2277931891,10.2277931891,15.5000657127,59.0002628507,1.0003858037,1.0003858037,1.0002195765,1.0008783059,35.258606082200004,35.258606082200004,1936.2806476195,7742.122590478,5.0109021621,5.0109021621,9.9169376402,36.6677505607
348,3355,relevant,11,high_certainty,positive,positive,1.0,0.5,5,5,0.87,0.68,0.77,0.19,0,0.3469432727,0.2761065165,0.6824712644,0.9971682852,2.069e-07,8.2104052875,0.0,50.3002234231,24.2001051403,64.0752858502,10.4250427132,1.00074656,1.0003513224,1.0009551577,1.0001427247,6580.9542019063,3097.4490361912,8419.4708171448,1258.9324209527,31.3175879766,15.2671002243,39.7886787348,6.7960094661
349,3355,relevant,12,exhaustive,positive,neutral,1.0,0.5,6,5,0.98,0.59,0.9400000000000001,0.39,1,0.8350599262,0.7657251971,0.9706321553,1.0,6.197e-07,11.5815978817,53.8518719379,43.7751938524,30.725134711,138.3740917831,3.8035528935,1.0006477506,1.0004501318,1.0012358191,1.0000252208,5710.0779104775,3968.32532762,111116.9533015642,2268.6725163585,27.3049660385,19.2797221624,97.467828936,2.9687312028
350,3356,relevant,1,low_certainty,negative,negative,1.0,0.875,3,3,0.25,0.35000000000000003,0.4,0.1,0,0.12278993090000001,0.0741970747,0.380952381,0.25376351750000004,3.91e-08,2.7538799516,0.0,7.4594552324,12.9961311458,5.6138965945,14.8416897836,1.0002700626,1.0005015447,1.0001929018,1.0005787055,24.9810242575,45.5361879068,18.129303041100002,52.387909123200004,3.8076315134,6.2141728107,3.005451081,7.0163532431
351,3356,relevant,2,high_certainty,positive,negative,1.0,0.875,5,3,0.8,0.4,0.8,0.4,2,0.2490224996,0.671154048,0.8333333333,0.9938667217,2.2250000000000001e-07,9.1705476419,36.5628838768,8.3822345513,12.0733518269,59.0002628507,15.5000657127,1.0003086429,1.0004629644,1.0008783059,1.0002195765,28.4068848657,42.1103272986,7742.122590478,1936.2806476195,4.2087217296,5.8130825945,36.6677505607,9.9169376402
352,3356,relevant,3,non_answer,,neutral,1.0,0.875,3,2,0.5,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0607359172,2e-08,4.1971716232,5.373470799,5.3593091572,5.3593091572,10.2277931891,10.2277931891,1.0003042449,1.0003042449,1.0003858037,1.0003858037,3.0096143564,3.0096143564,35.258606082200004,35.258606082200004,2.3241667626,2.3241667626,5.0109021621,5.0109021621
353,3356,relevant,5,high_certainty,negative,positive,1.0,0.875,4,4,0.30000000000000004,0.8,0.64,0.5,0,0.1593628043,0.8556679419000001,0.8928571429000001,0.9999983206,7.180000000000001e-08,6.7167545181,1e-10,30.630220299,8.4075550748,12.1113326121,26.9264427616,1.0007477906,1.0001869476,1.0002804215,1.0006543167,660.305567622,165.8263919055,248.2395878583,577.8923716693,16.6856033443,4.9214008361,6.8821012541,14.7249029262
354,3356,relevant,7,low_certainty,negative,positive,1.0,0.875,4,2,0.35000000000000003,0.59,0.65,0.24,2,0.0424324134,0.3215064306,0.6258148631,0.6018351013000001,7.200000000000001e-08,6.7118775278000005,16.9586706551,6.1439848055,4.5746335089,13.9632213808,25.074553993,1.0003590089,1.0002494808,1.0003271584,1.0006075798,3.3713449406000002,2.6478837723,289.4461858346,536.6857736929,2.5625167799,2.0858167453,7.8624514631,13.7445527172
355,3356,relevant,8,exhaustive,positive,positive,1.0,0.875,6,3,0.85,0.6000000000000001,0.8,0.25,3,0.36111028970000003,0.3902801481,0.7352941176000001,0.9439570128,3.983e-07,11.637945438300001,90.4147558146,12.0733518269,8.3822345513,120.1509979751,22.0266467015,1.0004629644,1.0003086429,1.0010718839,1.000189156,42.1103272986,28.4068848657,96377.0819452342,17008.5438726884,5.8130825945,4.2087217296,84.6710761179,15.7654840208
356,3356,relevant,9,non_answer,,neutral,1.0,0.875,2,2,0.5,0.5,0.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,5.3593091572,5.3593091572,5.3593091572,5.3593091572,1.0003042449,1.0003042449,1.0003042449,1.0003042449,3.0096143564,3.0096143564,3.0096143564,3.0096143564,2.3241667626,2.3241667626,2.3241667626,2.3241667626
357,3356,relevant,10,high_certainty,positive,neutral,1.0,0.875,5,1,0.9,0.5,0.84,0.4,4,0.5310044064,0.7055608241,0.8888888889000001,0.8852920933,4.06e-07,9.1778057594,44.4286887559,2.8082494544000003,2.8082494544000003,66.2502957071,8.2500328563,1.0002226927,1.0002226927,1.0009880941,1.0001097882,0.2568955379,0.2568955379,8709.7629142877,968.6403238097,1.0779997225,1.0779997225,41.1262193808,5.4584688201
358,3356,relevant,11,low_certainty,positive,negative,1.0,0.875,4,2,0.6000000000000001,0.45,0.6000000000000001,0.15,2,0.0218238595,0.13950144,0.4545454545,0.3822259182,5.7500000000000005e-08,6.7118775278000005,16.9586706551,4.9233782415,5.7952400729,23.222665224300002,15.8151101495,1.0002738204,1.0003346693,1.0005608429,1.0003738953,2.8086529208,3.2105757921,495.4791757165,330.652783811,2.1917500863,2.4565834389,12.7642025082,8.8428016721
359,3356,relevant,12,exhaustive,negative,neutral,1.0,0.875,7,5,0.0,0.30000000000000004,1.0,0.30000000000000004,2,0.8812908992,0.6942075016,1.0,1.0,8.262e-07,14.0965295333,169.9564759042,22.750098569,51.7502299944,1.0,270.3341408767,1.0003293647,1.0007685177,1.0,1.0014242107,2903.9209714292,6774.4822666682,1.0,1328348.2974869297,14.3754064603,32.2092817406,1.0,215.5411641051
360,3357,helpful,2,exhaustive,negative,negative,1.0,0.625,6,4,0.01,0.23,1.0,0.22,2,0.6972181677,0.5143859528,0.9661835749000001,0.9999975389,5.858000000000001e-07,11.6312549634,78.8295559583,9.518688336,29.5190870378,2.4017764468,139.7758682298,1.0002149898,1.0007197484,1.0000126104,1.0012484295,190.5503506913,635.5816088362,1134.8362581792,112250.7895597434,5.5096109615,16.0973932189,1.9843656014,98.4521945373
361,3357,helpful,3,low_certainty,positive,positive,1.0,0.625,5,5,0.76,0.7000000000000001,0.48,0.06,0,0.0862506198,0.029282351800000002,0.2631578947,0.3692972212,5.46e-08,7.0589029301,0.0,51.7502299944,22.750098569,56.1002497082,18.4000788552,1.0007685177,1.0003293647,1.0008343906,1.0002634918,6774.4822666682,2903.9209714292,7355.0664609541,2323.3367771434,32.2092817406,14.3754064603,34.8843630327,11.7003251682
362,3357,helpful,4,high_certainty,negative,negative,1.0,0.625,6,3,0.05,0.27,0.79,0.22,3,0.5550676791,0.423740002,0.8576998051,0.9824767917,5.652e-07,11.637945438300001,90.4147558146,5.9830083221,14.4725780561,8.0088822338,134.1687624428,1.000208334,1.0005632733,1.000063052,1.0011979879,19.4996472844,51.01756488,5670.1812908961,107715.4445270265,3.1658871675,6.8559171566,5.9218280069,94.5147321318
363,3357,helpful,5,high_certainty,negative,negative,1.0,0.625,6,6,0.03,0.09,0.8200000000000001,0.06,0,0.2420779592,0.0917733963,0.6872852234,0.9744339899000001,1.379e-07,9.5184157133,0.0,13.6159880209,128.5616566557,5.2053293403,136.9723153363,1.0001134936,1.0011475463,1.0000378312,1.0012232087,10205.526323613,103180.0994943096,3402.5087745377,109983.1170433849,9.8592904125,90.5772697263,3.9530968042,96.4834633346
364,3357,helpful,6,exhaustive,negative,neutral,1.0,0.625,7,6,0.0,0.05,1.0,0.05,1,0.2863969571,0.1566663713,1.0,0.9999946175000001,3.425e-07,14.0195153535,116.1046039664,8.0088822338,134.1687624428,1.0,270.3341408767,1.000063052,1.0011979879,1.0,1.0014242107,5670.1812908961,107715.4445270265,1.0,1328348.2974869297,5.9218280069,94.5147321318,1.0,215.5411641051
365,3357,helpful,7,non_answer,,neutral,1.0,0.625,4,4,0.47000000000000003,0.47000000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,18.4077544257,20.6300209481,18.4077544257,20.6300209481,1.0004393269,1.0004954112,1.0004393269,1.0004954112,388.3420209779,437.7899385496,388.3420209779,437.7899385496,10.2152919648,11.3917122156,10.2152919648,11.3917122156
366,3357,helpful,9,exhaustive,positive,neutral,1.0,0.625,7,4,0.99,0.54,1.0,0.45,3,0.9145853029000001,0.8452925625000001,0.9881422925000001,1.0,8.995e-07,14.098826989,194.9341599247,21.0003987018,18.0373766719,267.6407994679,3.6933414088000003,1.0005047586,1.0004299796,1.0014099686,1.0000142421,446.0312581449,380.1007013827,1315064.8245120603,13284.4729748693,11.5877822574,10.019221923,213.395752464,3.1454116411
367,3357,helpful,10,high_certainty,positive,positive,1.0,0.625,6,5,0.7000000000000001,0.75,0.74,0.05,1,0.0700127748,0.021040670100000002,0.2222222222,0.2936237541,1.48e-08,11.5493463255,53.8518719378,55.3752464226,19.1250821409,99.1243512736,43.053293403,1.0008234118,1.0002744706,1.0008827279,1.000378312,7258.3024285731,2420.1008095244,79369.5380725458,34016.0877453768,34.4385161507,12.1461720502,69.9055920971,30.5309680416
368,3357,helpful,11,low_certainty,positive,positive,1.0,0.625,5,4,0.9500000000000001,0.51,0.92,0.44,1,0.7133144846,0.7948458369,0.9452201933000001,0.9999999974,4.301e-07,9.0886552519,24.9776840205,19.8892654406,19.1485099331,69.8753121352,4.6250164282,1.0004767165,1.0004580217,1.0010429883,1.0000548941,421.307299359,404.8246601685,9193.5830761926,484.8201619049,10.999572132,10.6074320484,43.3554537909,3.22923441
369,3357,helpful,12,low_certainty,negative,negative,1.0,0.625,7,6,0.02,0.1,0.96,0.08,1,0.32755505100000004,0.15658960560000001,0.8163265306,0.9996909874000001,3.882e-07,14.0102263806,116.1046039663,15.0177644677,127.1598802089,6.3866828175,264.9474580592,1.000126104,1.0011349359,1.0000284842,1.0013957264,11339.3625817923,102046.2632361304,26567.9459497386,1301781.351537191,10.8436560139,89.5929041249,5.2908232821,211.250340823
370,3358,relevant,1,non_answer,,negative,1.0,0.875,5,5,0.34,0.33,0.08,0.01,0,0.009892332200000001,0.0007471825,0.043898156300000005,0.011000848,6.5e-09,5.2757039229,0.0,24.9251084259,49.5752201375,25.6501117116,48.8502168519,1.0003623012,1.0007355812,1.00037328,1.0007246024,3194.2130685722,6484.1901695253,3290.9771009531,6387.4261371443,15.7129471063,30.8717410946,16.1587939883,30.4258942126
371,3358,relevant,2,low_certainty,positive,neutral,1.0,0.875,5,5,0.63,0.61,0.6900000000000001,0.02,0,0.0141274558,0.0028069418,0.0814000814,0.0412763975,9.5e-09,5.963723625,1e-10,45.2252004237,29.2751281397,46.675206995,27.8251215685,1.0006697082,1.0004281741,1.0006916659,1.0004062165,5903.6059752394,3774.797262858,6097.1340400014,3581.2691980961,28.1966598026,18.3880283984,29.0883535666,17.4963346343
372,3358,relevant,3,high_certainty,positive,negative,1.0,0.875,5,4,0.7000000000000001,0.5,0.9,0.2,1,0.11870910080000001,0.2391642705,0.5714285714,0.8988229636,1.086e-07,9.0886552519,24.9776840205,19.5188876869,19.5188876869,51.7502299944,22.750098569,1.0004673691,1.0004673691,1.0007685177,1.0003293647,413.0659797638,413.0659797638,6774.4822666682,2903.9209714292,10.8035020902,10.8035020902,32.2092817406,14.3754064603
373,3358,relevant,4,high_certainty,negative,neutral,1.0,0.875,6,5,0.01,0.04,0.7000000000000001,0.03,1,0.1614990532,0.053654281000000005,0.7575757576000001,0.7328711518000001,2.4210000000000003e-07,11.5493463255,53.8518719378,3.9000131425,70.6003154209,2.4017764468,139.7758682298,1.0000439153,1.0010539671,1.0000126104,1.0012484295,388.0561295239,9290.3471085735,1134.8362581792,112250.7895597434,2.783387528,43.8013006729,1.9843656014,98.4521945373
374,3358,relevant,6,low_certainty,positive,positive,1.0,0.875,5,5,0.71,0.62,0.6900000000000001,0.09,0,0.08932077590000001,0.0575823399,0.33358042990000003,0.6021314262,5.8800000000000004e-08,7.4637947268,0.0,45.9502037093,28.5501248541,52.47523328,22.0250952834,1.0006806871,1.0004171953,1.0007794965,1.0003183859,6000.3700076204,3678.033230477,6871.2462990492,2807.1569390483,28.6425066846,17.9421815164,32.6551286227,13.9295595783
375,3358,relevant,7,low_certainty,negative,neutral,1.0,0.875,4,4,0.35000000000000003,0.5,0.78,0.15,0,0.0659319446,0.1408518577,0.4615384615,0.6913269093000001,3.23e-08,5.5184146341,1e-10,19.5188876869,19.5188876869,13.9632213808,25.074553993,1.0004673691,1.0004673691,1.0003271584,1.0006075798,413.0659797638,413.0659797638,289.4461858346,536.6857736929,10.8035020902,10.8035020902,7.8624514631,13.7445527172
376,3358,relevant,8,exhaustive,positive,neutral,1.0,0.875,7,4,1.0,0.5,1.0,0.5,3,1.0,0.9,1.0,1.0,9.348e-07,14.0994475996,194.9341599247,19.5188876869,19.5188876869,270.3341408767,1.0,1.0004673691,1.0004673691,1.0014242107,1.0,413.0659797638,413.0659797638,1328348.2974869297,1.0,10.8035020902,10.8035020902,215.5411641051,1.0
377,3358,relevant,9,high_certainty,positive,negative,1.0,0.875,5,5,0.45,0.11,0.9,0.34,0,0.4928584958,0.7066974224,0.8489388265000001,0.9999985869,2.961e-07,8.7920869714,0.0,8.975036142,65.5252924214,33.6251478535,40.8751807099,1.0001207671,1.0009771153,1.0004940471,1.0006038353,1065.4043561907,8612.9988819067,4355.3814571438,5323.0217809536,5.9043157021,40.6803724988,21.0631096904,25.5215785105
378,3358,relevant,10,exhaustive,positive,positive,1.0,0.875,7,4,1.0,0.5,1.0,0.5,3,1.0,0.9,1.0,1.0,9.348e-07,14.0994475996,194.9341599247,19.5188876869,19.5188876869,270.3341408767,1.0,1.0004673691,1.0004673691,1.0014242107,1.0,413.0659797638,413.0659797638,1328348.2974869297,1.0,10.8035020902,10.8035020902,215.5411641051,1.0
379,3358,relevant,12,exhaustive,negative,positive,1.0,0.875,7,5,0.0,0.86,1.0,0.86,2,0.5842388116,0.9985428685000001,1.0,1.0,6.488e-07,14.1046787564,169.9564759042,63.3502825645,11.1500459989,1.0,270.3341408767,1.0009441788,1.0001537035,1.0,1.0014242107,8322.7067847638,1355.6964533336,1.0,1328348.2974869297,39.3428318528,7.2418563481,1.0,215.5411641051
380,3359,helpful,1,low_certainty,negative,neutral,1.0,0.625,5,5,0.66,0.73,0.5,0.07,0,0.0833540688,0.038590354800000004,0.2820306205,0.42876404030000004,5.4e-08,7.2128079453,1e-10,53.9252398513,20.5750887121,48.8502168519,25.6501117116,1.0008014541,1.0002964282,1.0007246024,1.00037328,7064.7743638111,2613.6288742863,6387.4261371443,3290.9771009531,33.5468223867,13.0378658143,30.4258942126,16.1587939883
381,3359,helpful,2,low_certainty,negative,positive,1.0,0.625,5,6,0.67,0.9,0.5,0.23,1,0.4459307792,0.4789876368,0.7744107744000001,0.9999993356,3.947e-07,11.5493463255,53.8518719379,127.1598802089,15.0177644677,49.5752201375,24.9251084259,1.0011349359,1.000126104,1.0007355812,1.0003623012,102046.2632361304,11339.3625817923,6484.1901695253,3194.2130685722,89.5929041249,10.8436560139,30.8717410946,15.7129471063
382,3359,helpful,3,high_certainty,negative,neutral,1.0,0.625,6,4,0.19,0.5,0.81,0.31,2,0.2985285401,0.49711178310000004,0.7654320988000001,0.9984652724,3.144e-07,11.6312549634,78.8295559584,19.5188876869,19.5188876869,27.6337524886,114.543892188,1.0004673691,1.0004673691,1.0002395976,1.0010214423,413.0659797638,413.0659797638,21543.8889054053,91841.7369125173,10.8035020902,10.8035020902,19.7029464264,80.7336137124
383,3359,helpful,6,low_certainty,positive,positive,1.0,0.625,6,5,0.76,0.7000000000000001,0.8,0.06,1,0.0862506198,0.029282351800000002,0.2631578947,0.4223617482,1.314e-07,11.5493463255,53.8518719378,51.7502299944,22.750098569,107.5350099542,34.6426347224,1.0007685177,1.0003293647,1.0009583903,1.0003026496,6774.4822666682,2903.9209714292,86172.5556216212,27213.0701963014,32.2092817406,14.3754064603,75.8117857054,24.6247744333
384,3359,helpful,7,high_certainty,positive,negative,1.0,0.625,4,4,0.77,0.21,0.76,0.56,0,0.0365285636,0.9075069499,0.920598389,0.9999999729000001,1.6100000000000002e-08,6.8298237854,0.0,8.7779328285,30.2598425453,29.5190870378,9.518688336,1.000196295,1.0007384432,1.0007197484,1.0002149898,174.0677115008,652.0642480267,635.5816088362,190.5503506913,5.1174708779,16.4895333025,16.0973932189,5.5096109615
385,3359,helpful,8,non_answer,,neutral,1.0,0.625,6,6,0.51,0.52,0.07,0.01,0,0.0008659058,0.0006649183,0.039246467800000004,0.019123518000000003,8e-10,7.7273908341,1e-10,73.8923752318,68.2852694448,72.4905987851,69.6870458915,1.0006557407,1.0006052991,1.0006431303,1.0006179095,58960.4854253198,54425.1403926029,57826.6491671405,55558.9766507821,52.1870112721,48.2495488666,51.2026456708,49.233914468
386,3359,helpful,9,non_answer,,negative,1.0,0.625,4,4,0.22,0.22,0.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,9.1483105822,29.8894647915,9.1483105822,29.8894647915,1.0002056424,1.0007290958,1.0002056424,1.0007290958,182.3090310961,643.8229284315,182.3090310961,643.8229284315,5.3135409197,16.2934632607,5.3135409197,16.2934632607
387,3359,helpful,10,exhaustive,positive,neutral,1.0,0.625,7,5,1.0,0.7000000000000001,1.0,0.30000000000000004,2,0.8812908992,0.6942075016,1.0,1.0,8.262e-07,14.0965295333,169.9564759042,51.7502299944,22.750098569,270.3341408767,1.0,1.0007685177,1.0003293647,1.0014242107,1.0,6774.4822666682,2903.9209714292,1328348.2974869297,1.0,32.2092817406,14.3754064603,215.5411641051,1.0
388,3359,helpful,11,low_certainty,positive,negative,1.0,0.625,5,5,0.72,0.52,0.79,0.2,0,0.1433947254,0.2419449975,0.5787037037,0.9879815726000001,9.5e-08,8.2616714005,1e-10,38.700170853,35.8001577104,53.2002365657,21.3000919978,1.0005708988,1.0005269835,1.0007904753,1.0003074071,5032.7296838107,4645.6735542868,6968.0103314302,2710.3929066673,24.1840378645,22.4006503364,33.1009755047,13.4837126963
389,3359,helpful,12,exhaustive,negative,positive,1.0,0.625,7,4,0.0,0.6900000000000001,1.0,0.6900000000000001,3,0.8931734584000001,0.9795666243000001,1.0,1.0,8.829e-07,14.0996833307,194.9341599248,26.5560650079,12.4817103659,1.0,270.3341408767,1.0006449693,1.0002897688,1.0,1.0014242107,569.651052074,256.4809074535,1.0,1328348.2974869297,14.5288328844,7.0781712959,1.0,215.5411641051
390,3360,relevant,1,non_answer,,positive,1.0,0.5,5,6,0.7000000000000001,0.81,0.1,0.11,1,0.1798194393,0.1093481681,0.45267489710000003,0.9583595051,2.059e-07,11.5493463255,53.8518719379,114.543892188,27.6337524886,51.7502299944,22.750098569,1.0010214423,1.0002395976,1.0007685177,1.0003293647,91841.7369125173,21543.8889054053,6774.4822666682,2903.9209714292,80.7336137124,19.7029464264,32.2092817406,14.3754064603
391,3360,relevant,2,non_answer,,negative,1.0,0.5,5,5,0.36,0.36,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,27.1001182828,47.4002102806,27.1001182828,47.4002102806,1.0003952377,1.0007026447,1.0003952377,1.0007026447,3484.5051657151,6193.8980723824,3484.5051657151,6193.8980723824,17.0504877523,29.5342004486,17.0504877523,29.5342004486
392,3360,relevant,3,low_certainty,positive,negative,1.0,0.5,7,7,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6931471806,0.0,135.6670704383,135.6670704383,135.6670704383,135.6670704383,1.0007121053,1.0007121053,1.0007121053,1.0007121053,664174.6487434648,664174.6487434648,664174.6487434648,664174.6487434648,108.2705820526,108.2705820526,108.2705820526,108.2705820526
393,3360,relevant,4,low_certainty,positive,neutral,1.0,0.5,3,2,0.27,0.43,0.35000000000000003,0.16,1,0.14435040100000002,0.1668760095,0.5097164702,0.3510025725,6.87e-08,4.1971716232,5.3734707989,4.7490058752,5.9696124392000005,5.9830083221,14.4725780561,1.0002616506,1.0003468391,1.000208334,1.0005632733,2.7282683465,3.2909603664000002,19.4996472844,51.01756488,2.1387834158,2.5095501094,3.1658871675,6.8559171566
394,3360,relevant,5,exhaustive,positive,positive,1.0,0.5,7,6,1.0,0.85,1.0,0.15,1,0.6098403047000001,0.4171795977,1.0,1.0,5.514e-07,14.0378383842,116.1046039664,120.1509979751,22.0266467015,270.3341408767,1.0,1.0010718839,1.000189156,1.0014242107,1.0,96377.0819452342,17008.5438726884,1328348.2974869297,1.0,84.6710761179,15.7654840208,215.5411641051,1.0
395,3360,relevant,6,high_certainty,positive,neutral,1.0,0.5,5,4,0.77,0.34,0.55,0.43,1,0.1468074014,0.7234891680000001,0.8461235734,0.9999760152,1.37e-07,9.0886552519,24.9776840206,13.5928436271,25.4449317467,56.8252529938,17.6750755696,1.000317811,1.0006169272,1.0008453694,1.0002525129,281.2048662394,544.9270932882,7451.830493335,2226.5727447624,7.6663814213,13.940622759,35.3302099147,11.2544782862
396,3360,relevant,7,exhaustive,negative,positive,1.0,0.5,5,6,0.6000000000000001,0.78,0.93,0.18,1,0.21078309150000002,0.23773078020000002,0.5769230769,0.9992387113000001,2.1900000000000002e-07,11.5493463255,53.8518719377,110.3385628477,31.8390818289,44.500197138,30.0001314254,1.0009836111,1.0002774288,1.0006587294,1.000439153,88440.2281379796,24945.397679943,5806.8419428585,3871.561295239,77.7805169082,22.6560432305,27.7508129206,18.8338752804
397,3360,relevant,9,high_certainty,positive,neutral,1.0,0.5,6,5,0.98,0.6000000000000001,1.0,0.38,1,0.8295100519,0.7529552106,0.9693877551000001,1.0,6.159e-07,11.5797894065,53.8518719378,44.500197138,30.0001314254,138.3740917831,3.8035528935,1.0006587294,1.000439153,1.0012358191,1.0000252208,5806.8419428585,3871.561295239,111116.9533015642,2268.6725163585,27.7508129206,18.8338752804,97.467828936,2.9687312028
398,3360,relevant,11,high_certainty,negative,neutral,1.0,0.5,7,3,0.02,0.19,0.87,0.17,4,0.5600309173,0.3754087356,0.9129967777,0.9898627278000001,8.002e-07,14.0993960176,206.519359781,4.5065614119,15.9490249663,6.3866828175,264.9474580592,1.0001466054,1.0006250019,1.0000284842,1.0013957264,14.0182703112,56.4989418531,26567.9459497386,1301781.351537191,2.5241428216,7.4976615025,5.2908232821,211.250340823
399,3360,relevant,12,low_certainty,negative,negative,1.0,0.5,6,7,0.0,0.03,0.55,0.03,1,0.1943918578,0.0962326402,1.0,0.9993397998,1.216e-07,14.0102263806,116.1046039664,9.0800242263,262.2541166504,1.0,141.1776446766,1.0000427263,1.0013814843,1.0,1.0012610399,39851.4189246079,1288497.8785623217,1.0,113384.6258179226,7.4362349232,209.1049291819,1.0,99.4365601387
400,3361,helpful,1,low_certainty,positive,neutral,1.0,1.0,5,5,0.5700000000000001,0.58,0.51,0.01,0,0.0043611421,0.0006801677,0.040096231,0.0100743294,3.0000000000000004e-09,5.2757039229,0.0,43.0501905668,31.4501379966,42.3251872811,32.1751412823,1.0006367718,1.0004611106,1.000625793,1.0004720894,5613.3138780965,4065.0893600009,5516.5498457155,4161.8533923819,26.8591191565,19.7255690444,26.4132722745,20.1714159264
401,3361,helpful,2,high_certainty,positive,positive,1.0,1.0,7,6,0.93,0.86,0.93,0.07,1,0.2183151607,0.0774104576,0.5376344086,0.9499812660000001,3.1610000000000003e-07,14.0102263806,116.1046039664,121.5527744219,20.6248702547,251.4807510153,19.8533898614,1.0010844943,1.0001765456,1.0013245159,1.0000996947,97510.9182034134,15874.7076145092,1235363.9866628447,92985.310824085,85.6554417193,14.7811184194,200.5232826177,16.0178814874
402,3361,helpful,4,high_certainty,positive,neutral,1.0,1.0,4,4,0.25,0.26,0.16,0.01,0,0.015468248,0.0008702551,0.0512820513,0.0064743068,7.000000000000001e-09,2.9168318694,0.0,10.6298215972,28.4079537766,10.2594438434,28.7783315303,1.0002430319,1.0006917063,1.0002336845,1.0007010536,215.2743094772,610.8576500504,207.0329898819,619.0989696456,6.0978210869,15.5091830935,5.9017510451,15.7052531353
403,3361,helpful,5,non_answer,,negative,1.0,1.0,5,4,0.6900000000000001,0.5,0.03,0.19,1,0.1068265416,0.21805994880000001,0.5507246377,0.8720348117000001,1.0090000000000001e-07,9.0886552519,24.9776840205,19.5188876869,19.5188876869,51.0252267088,23.4751018547,1.0004673691,1.0004673691,1.0007575388,1.0003403435,413.0659797638,413.0659797638,6677.7182342872,3000.6850038102,10.8035020902,10.8035020902,31.7634348586,14.8212533423
404,3361,helpful,6,non_answer,,negative,1.0,1.0,5,5,0.30000000000000004,0.11,0.2,0.19,0,0.38137494110000003,0.3569013518,0.7116104869000001,0.9936430943000001,2.219e-07,8.2104052875,0.0,8.975036142,65.5252924214,22.750098569,51.7502299944,1.0001207671,1.0009771153,1.0003293647,1.0007685177,1065.4043561907,8612.9988819067,2903.9209714292,6774.4822666682,5.9043157021,40.6803724988,14.3754064603,32.2092817406
405,3361,helpful,7,low_certainty,positive,negative,1.0,1.0,5,3,0.6000000000000001,0.34,0.45,0.26,2,0.0461318895,0.3729101705,0.6565656566,0.8530429463,4.88e-08,9.1705476419,36.5628838769,7.2748993686,13.1806870096,44.500197138,30.0001314254,1.0002623465,1.0005092608,1.0006587294,1.000439153,24.2958521359,46.2213600285,5806.8419428585,3871.561295239,3.7274134702,6.2943908539,27.7508129206,18.8338752804
406,3361,helpful,8,exhaustive,negative,positive,1.0,1.0,4,6,0.38,0.85,0.54,0.47000000000000003,2,0.3482017175,0.8513973489000001,0.8918406072,1.0,3.6270000000000004e-07,11.6312549634,78.8295559584,120.1509979751,22.0266467015,15.074354642,23.9634207317,1.0010718839,1.000189156,1.0003552005,1.0005795377,96377.0819452342,17008.5438726884,314.1701446205,511.9618149071,84.6710761179,15.7654840208,8.450661588500001,13.1563425918
407,3361,helpful,9,low_certainty,negative,positive,1.0,1.0,5,5,0.30000000000000004,0.68,0.72,0.38,0,0.0230905585,0.6338377553,0.7983193277,0.9999997341,1.5000000000000002e-08,8.9032806206,0.0,50.3002234231,24.2001051403,22.750098569,51.7502299944,1.00074656,1.0003513224,1.0003293647,1.0007685177,6580.9542019063,3097.4490361912,2903.9209714292,6774.4822666682,31.3175879766,15.2671002243,14.3754064603,32.2092817406
408,3361,helpful,10,exhaustive,positive,neutral,1.0,1.0,6,4,0.88,0.62,0.89,0.26,2,0.4286811569,0.43121421990000003,0.7775119617,0.9974583609000001,4.199e-07,11.6312549634,78.8295559584,23.9634207317,15.074354642,124.3563273154,17.8213173612,1.0005795377,1.0003552005,1.0011097151,1.0001513248,511.9618149071,314.1701446205,99778.5907197719,13607.0350981507,13.1563425918,8.450661588500001,87.6241729221,12.8123872166
