,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,posterior_confidence,prior_confidence,posterior_sliderResponse,prior_sliderResponse,relevance_sliderResponse,first_order_belief_change,second_order_belief_change,entropy_change,kl_utility,kl,bayes_factor_utility,beta_kl_utility,beta_kl,beta_entropy_change,beta_bayes_factor_utility_1,pure_second_order_belief_change,entropy_change_scaled,kl_scaled,beta_entropy_change_scaled,beta_kl_scaled,beta_bayes_factor_utility_1_scaled,pure_second_order_belief_change_scaled,prior_beta_for_beta_kl_a,prior_beta_for_beta_kl_b,posterior_beta_for_beta_kl_a,posterior_beta_for_beta_kl_b,prior_beta_for_beta_entropy_change_a,prior_beta_for_beta_entropy_change_b,posterior_beta_for_beta_entropy_change_a,posterior_beta_for_beta_entropy_change_b,prior_beta_for_beta_bayes_factor_utility_1_a,prior_beta_for_beta_bayes_factor_utility_1_b,posterior_beta_for_beta_bayes_factor_utility_1_a,posterior_beta_for_beta_bayes_factor_utility_1_b,prior_beta_for_pure_second_order_belief_change_a,prior_beta_for_pure_second_order_belief_change_b,posterior_beta_for_pure_second_order_belief_change_a,posterior_beta_for_pure_second_order_belief_change_b,prior_beta_for_kl_a,prior_beta_for_kl_b,posterior_beta_for_kl_a,posterior_beta_for_kl_b,prior_beta_for_entropy_change_a,prior_beta_for_entropy_change_b,posterior_beta_for_entropy_change_a,posterior_beta_for_entropy_change_b
868,5880,relevant,11,non_answer,,positive,1.0,0.625,5,4,0.66,0.65,0.38,0.01,1,0.0092493504,0.0003184517,0.0003185024,0.043290043300000004,0.10308915540000001,0.1087988148,0.3715833984,9.1855700138,4.2207963881,0.0631413828,0.0043520825,0.25171628220000003,0.10339507220000001,0.6991408427,0.5271490836,17.2016887579,9.7239862542,33.341258886,17.660648517,25.003784758,13.9251148697,53.6256777907,28.1101976498,1512.2793175054,814.7657863491,7973.3935728098,4107.9906284172,4.9312045195,3.1168024336,7.7774102052,4.491393136,20.5,11.5,41.92,22.08,20.5,11.5,41.92,22.08
869,5880,relevant,12,low_certainty,positive,neutral,1.0,0.625,5,5,0.19,0.24,0.2,0.05,0,0.0935688195,0.0103664628,0.0104205689,0.2572016461,0.3677868454,0.4585286718,0.0828289641,7.0974979148,1e-10,0.4830513253,0.132985459,0.06259265480000001,0.3686951297,0.6046860166,0.0,12.760457776700001,38.2414496263,10.3103624066,40.6915449965,20.1366101057,61.5992653348,16.1498163337,65.5860591068,2900.0522082945,9181.3319929325,2296.0829982331,9785.3012029939,3.4645128018999998,8.8042905393,2.9510726348,9.3177307063,15.88,48.12,12.78,51.22,15.88,48.12,12.78,51.22
870,5881,relevant,1,exhaustive,negative,neutral,1.0,1.0,6,5,0.25,0.73,1.0,0.48,1,0.0301865117,0.5127394550000001,0.718956299,0.8767123288,1.0,31.2073625532,0.3935154998,10.8325537521,6.4344030929,0.1917337731,0.9999470099000001,0.2644143222,1.0,0.7574322074000001,0.6807487646,36.7713924042,14.2305149988,24.651618832,71.9548564961,59.2071890716,22.5286863689,43.4035587822,128.2106763466,8818.9504668957,3262.4337343313,15681.3138329478,47041.9414988434,8.496226439,3.7725769021,5.1758016085,13.5274048255,46.26,17.74,32.5,95.5,46.26,17.74,32.5,95.5
871,5881,relevant,3,exhaustive,positive,positive,1.0,1.0,4,5,1.0,0.67,0.99,0.33,1,0.9149263728,0.4388499831,0.5777669993,1.0,1.0,44.9741421065,1.1196005147,9.1855700138,4.2207963882,0.9984221820000001,0.9996336626000001,0.5825974871,1.0,0.6991408427,0.5271490836,33.83127796,17.170629443,25.9256750121,1.0,54.4230365451,27.3128388954,37.9288996278,1.0,8094.1874148221,3987.1967864049,2326.0451038545,1.0,7.8800982386000005,4.3887051026,7.048006953,1.0,42.54,21.46,31.0,1.0,42.54,21.46,31.0,1.0
872,5881,relevant,4,exhaustive,negative,negative,1.0,1.0,5,4,0.01,0.25,0.96,0.24,1,0.7304849886,0.2953781397,0.3500939884,0.9696969697000001,0.9999996532000001,14.8744042302,1.6526471205000002,9.275779172,4.220796388,0.9942069825000001,0.9917223472000001,0.7246407335,0.999999669,0.7026688764,0.5271490836,7.231418753,19.6942562591,1.490019074,49.511888329,10.2322249069,28.6966747208,1.7973587544,79.9385166861,582.2612759636,1744.7838278908,121.7938420123,11959.5903592148,2.5120017383,5.5360052148,1.1026880334,11.1661153077,8.5,23.5,1.62,62.38,8.5,23.5,1.62,62.38
873,5881,relevant,5,exhaustive,positive,negative,1.0,1.0,7,6,0.88,0.05,0.99,0.8300000000000001,1,0.2429639082,0.9624775526,3.2828159279999998,0.9928229665,1.0,227.8217338905,2.336608873,12.6245743086,9.8089410986,0.8197280907000001,1.0,0.8385278871,1.0,0.8081037084,0.8245821669000001,5.7303237664,90.8761515617,160.2707175647,22.7187342134,9.4807117564,162.1335233724,316.3256380422,43.9989506421,3137.0627665896,59586.1925652017,286564.2470076745,39077.8064101374,1.8351603217,16.8680461123,24.3306898287,4.1814577039,7.3,120.7,224.52,31.48,7.3,120.7,224.52,31.48
874,5881,relevant,6,low_certainty,negative,positive,1.0,1.0,5,4,0.43,0.75,0.9,0.32,1,0.17453691270000002,0.2829796721,0.3326510875,0.7485380117,0.9980878848,6.2595452206,0.2357895854,9.1855700138,4.2207963881,0.7079317718,0.9894889933000001,0.1680670729,0.9981250474000001,0.6991408427,0.5271490836,19.6942562591,7.231418753,22.0708201833,28.9310872197,28.6966747208,10.2322249069,35.2864264394,46.4494490011,1744.7838278908,582.2612759636,5195.1352065276,6886.2489946994,5.5360052148,2.5120017383,5.4155854367,6.8532179045,23.5,8.5,27.66,36.34,23.5,8.5,27.66,36.34
875,5881,relevant,8,high_certainty,positive,positive,1.0,1.0,6,5,0.9500000000000001,0.78,0.96,0.17,1,0.4737705458,0.1507108248,0.1633555438,0.8133971292000001,0.9999757917000001,10.6288151314,0.9969143636000001,10.8325537521,6.4344030928,0.9645931325,0.8932210964,0.5406594917,0.9999765852,0.7574322074000001,0.6807487646,39.2214877744,11.7804196287,90.8761515617,5.7303237664,63.1939828436,18.5418925969,162.1335233724,9.4807117564,9422.9196769571,2658.4645242699,59586.1925652017,3137.0627665896,9.0096666061,3.2591367351000002,16.8680461123,1.8351603217,49.36,14.64,120.7,7.3,49.36,14.64,120.7,7.3
876,5881,relevant,9,low_certainty,positive,neutral,1.0,1.0,5,4,0.79,0.52,1.0,0.27,1,0.2573627961,0.202428623,0.2261839474,0.7120253165,0.9957215459000001,5.4541635152,0.5639236401000001,9.1855700138,4.2207963881,0.8371335005,0.9548321005,0.3560085968,0.9957940914000001,0.6991408427,0.5271490836,13.9613510063,12.9643240058,39.7115068484,11.2904005546,20.2030278064,18.7258718213,63.991341598,17.7445338425,1210.0234540043,1117.0216498501,9543.7135189693,2537.6706822577,4.1449636156,3.9030433373999998,9.1123546395,3.1564487016,16.6,15.4,49.98,14.02,16.6,15.4,49.98,14.02
877,5881,relevant,10,non_answer,,negative,1.0,1.0,6,5,0.12,0.12,0.01,0.0,1,0.0,0.0,0.0,0.0,0.0946577428,0.09944222200000001,0.37366345640000004,10.8325537521,6.4344030929,0.0,0.0,0.2529299244,0.0949399836,0.7574322074000001,0.6807487646,6.8802288884,44.1216785147,12.3527770394,84.2536982887,10.5683050529,71.1675703876,21.3537082155,150.2605269134,1450.5261041472,10630.8580970798,7527.550639815,55195.7046919763,2.2322564009,10.0365469402,3.0043847721,15.6988216619,8.44,55.56,16.12,111.88,8.44,55.56,16.12,111.88
878,5881,relevant,11,high_certainty,negative,positive,1.0,1.0,5,5,0.48,0.74,1.0,0.26,0,0.1720991635,0.1976773015,0.2202443848,0.6756756757,0.9998039462,8.5371214202,0.1276528275,8.7454882166,0.0,0.7028676946,0.9510047594000001,0.09481561940000001,0.9998091245,0.6813199206,3.330669074e-16,37.2614114782,13.7404959248,24.5209155535,26.4809918496,60.004547826,21.7313276145,39.2732202114,42.4626552291,8939.744308908,3141.639892319,5799.104416589,6282.2797846381,8.5989144725,3.6698888687,5.9290256037999995,6.3397777374,46.88,17.12,30.76,33.24,46.88,17.12,30.76,33.24
879,5881,relevant,12,high_certainty,positive,neutral,1.0,1.0,5,5,0.41000000000000003,0.14,0.56,0.27,0,0.3922616571,0.2700972681,0.3148439977,0.7657402155,0.9999730305000001,10.5208027393,0.3401401647,8.7832226491,0.0,0.9370918677000001,0.9865863386,0.2331282255,0.9999739056,0.6828884747,0.0,7.8602670364,43.1416403666,21.0907820352,29.9111253678,12.1630225617,69.5728528788,33.6917089306,48.0441665099,1692.1137881718,10389.2704130552,4953.5475225031,7127.8366787239,2.4376324678,9.8311708734,5.2102093699,7.0585939713,9.68,54.32,26.42,37.58,9.68,54.32,26.42,37.58
880,5882,helpful,1,exhaustive,positive,negative,1.0,0.5,6,4,0.68,0.55,0.6900000000000001,0.13,2,0.0883929963,0.049490513,0.050757136,0.4248366013,0.7683472299,1.4625157092,0.7954830379000001,11.0086981946,10.6551994809,0.4638352255,0.5009602317,0.4624708255,0.7694070852,0.7629553715,0.8490417608,14.7091212566,12.2165537554,65.3324032231,31.274072105,21.3108947953,17.6180048325,116.3376798876,55.2765552412,1279.77480712,1047.2702967345,42651.4536256181,20071.8017061732,4.3264038242,3.7216031289,12.3581803751,6.3450260589,17.5,14.5,86.68,41.32,17.5,14.5,86.68,41.32
881,5882,helpful,3,low_certainty,positive,positive,1.0,0.5,3,3,0.52,0.52,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.351798584,6.863198693,7.351798584,6.863198693,9.6012841166,8.9396468768,9.6012841166,8.9396468768,233.0352990794,215.1864299194,233.0352990794,215.1864299194,2.7052242358000003,2.5740531407000002,2.7052242358000003,2.5740531407000002,8.28,7.72,8.28,7.72,8.28,7.72,8.28,7.72
882,5882,helpful,4,exhaustive,negative,positive,1.0,0.5,5,3,0.05,0.42,0.81,0.37,2,0.6950569379,0.407118906,0.5227614161,0.9273182957,0.9998587157000001,8.8647364444,1.5024808085,9.3617010897,6.9895259647,0.992562919,0.9992219408,0.6904058737000001,0.9998625887,0.7059907621,0.7106976041,6.1302988563,8.0846984207,3.4500953702,47.5518120329,7.9471910172,10.5937399762,4.986793772,76.7490816685,188.4131261795,259.8086028193,604.9692100614,11476.4149911657,2.3772964980999998,2.9019808784,1.5134401671000002,10.7553631741,6.88,9.12,4.1,59.9,6.88,9.12,4.1,59.9
883,5882,helpful,5,exhaustive,positive,neutral,1.0,0.5,4,4,0.77,0.18,0.87,0.59,0,0.09793425780000001,0.6966189504,1.1927656741,0.9344314222000001,0.9999999998,22.464276441,0.08603037520000001,7.9173735802,0.0,0.4987223267,0.9999999194,0.06493164700000001,0.9999999998,0.6448739857,3.330669074e-16,5.4866215022,21.4390535099,20.1927697593,6.7329052528,7.647201933,31.2816976948,29.4352527134,9.4936469144,419.5081186938,1907.5369851607,1791.2847299679,535.7603738865,2.0886412515,5.9593657015,5.6569653538,2.3910415992000003,6.4,25.6,24.1,7.9,6.4,25.6,24.1,7.9
884,5882,helpful,6,low_certainty,negative,neutral,1.0,0.5,5,5,0.23,0.1,0.53,0.13,0,0.30901571,0.09794026880000001,0.10307454020000001,0.6280193237,0.9667954615000001,3.40506871,0.32705013180000003,8.0525002013,1e-10,0.8868522865,0.7562239572,0.2252544156,0.9671480847,0.6510936936,0.0,5.9001907403,45.1017166627,12.2704387027,38.7314687003,8.9735875441,72.7622878965,19.3392513513,62.3966240892,1208.9384201227,10872.4457811043,2779.2583662822,9302.1258349448,2.0268803341,10.241923007,3.3618247685,8.9069785727,7.2,56.8,15.26,48.74,7.2,56.8,15.26,48.74
885,5882,helpful,7,high_certainty,negative,negative,1.0,0.5,5,2,0.28,0.42,0.6000000000000001,0.14,3,0.1260030845,0.058998160300000005,0.0608101843,0.462962963,0.6225771501,0.9743891023000001,1.1506917026,9.3923327388,8.8057385375,0.5887383999,0.5651421947,0.5926029185,0.623728484,0.7071660375000001,0.7904027553,3.3119277399,4.192662117,14.7205340728,36.2813733302,3.8688582689,4.9617566570000005,23.3260451233,58.4098303172,36.4202089516,49.9136218856,3383.2275763436,8698.1566248835,1.6144872175,1.8485775861,3.8752649355,8.3935384056,3.52,4.48,18.36,45.64,3.52,4.48,18.36,45.64
886,5882,helpful,8,high_certainty,positive,positive,1.0,0.5,6,5,0.8,0.65,0.8300000000000001,0.15,1,0.2121399605,0.0751995006,0.0781772411,0.5357142857,0.9799669839,3.9103735593,0.5422204061,10.8325537521,6.4344030928,0.7759598987,0.657183889,0.3450086949,0.9802111069,0.7574322074000001,0.6807487646,32.851239812,18.1506675911,76.6851802625,19.9212950656,52.8283190363,28.9075564042,136.6913881031,34.9228470258,7852.5997307976,4228.7844704295,50178.004265433,12545.2510663582,7.6747221718,4.5940811694,14.3625651472,4.3406412868,41.3,22.7,101.8,26.2,41.3,22.7,101.8,26.2
887,5882,helpful,9,exhaustive,negative,negative,1.0,0.5,6,6,0.1,0.1,0.89,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4606475328,86.1458277953,10.4606475328,86.1458277953,17.9614235129,153.6528116159,17.9614235129,153.6528116159,6273.1255331791,56450.1297986121,6273.1255331791,56450.1297986121,2.6703206434,16.0328857906,2.6703206434,16.0328857906,13.6,114.4,13.6,114.4,13.6,114.4,13.6,114.4
888,5882,helpful,10,high_certainty,negative,neutral,1.0,0.5,5,3,0.5700000000000001,0.47000000000000003,0.35000000000000003,0.1,2,0.0115865514,0.028505539000000003,0.0289197117,0.3310162198,0.45702527530000003,0.6106925076,0.7275745127000001,9.3617010897,6.9895259647,0.0784552568,0.3270116467,0.4332167757,0.45806397590000003,0.7059907621,0.7106976041,6.7410487202,7.4739485568,28.9310872197,22.0708201833,8.7742375669,9.7666934265,46.4494490011,35.2864264394,210.7242126294,237.4975163694,6886.2489946994,5195.1352065276,2.541260367,2.7380170095,6.8532179045,5.4155854367,7.58,8.42,36.34,27.66,7.58,8.42,36.34,27.66
889,5882,helpful,11,non_answer,,negative,1.0,0.5,5,5,0.73,0.67,0.26,0.06,0,0.07346173660000001,0.0120863979,0.0121600323,0.24906600250000002,0.41175981040000004,0.5306199288,0.0563012761,7.2796816001,1e-10,0.4043036326,0.1533939347,0.0429847073,0.41273768,0.6139920951,0.0,33.83127796,17.170629443,36.7713924042,14.2305149988,54.4230365451,27.3128388954,59.2071890716,22.5286863689,8094.1874148221,3987.1967864049,8818.9504668957,3262.4337343313,7.8800982386000005,4.3887051026,8.496226439,3.7725769021,42.54,21.46,46.26,17.74,42.54,21.46,46.26,17.74
890,5883,relevant,1,exhaustive,positive,negative,1.0,0.75,7,4,1.0,0.45,1.0,0.55,3,0.9927744540000001,0.6839968488,1.1520030934,1.0,1.0,83.4370222361,3.8769032965,12.694264726,20.4641405795,0.9990887264,0.9999998591,0.9514627921000001,1.0,0.8098444732000001,0.9735192328000001,12.2165537554,14.7091212566,181.9894517781,1.0,17.6180048325,21.3108947953,359.3245886843,1.0,1047.2702967345,1279.77480712,325641.053417812,1.0,3.7216031289,4.3264038242,27.5121475326,1.0,14.5,17.5,255.0,1.0,14.5,17.5,255.0,1.0
891,5883,relevant,2,non_answer,,positive,1.0,0.75,6,6,0.1,0.8,0.9,0.7000000000000001,0,0.2529325013,0.8085124530000001,1.6529325013,0.9722222222,1.0,168.9240098224,0.2829074259,11.3829392945,0.0,0.8319651169000001,0.9999999999,0.198101209,1.0,0.7742761519,0.0,76.6851802625,19.9212950656,10.4606475328,86.1458277953,136.6913881031,34.9228470258,17.9614235129,153.6528116159,50178.004265433,12545.2510663582,6273.1255331791,56450.1297986121,14.3625651472,4.3406412868,2.6703206434,16.0328857906,101.8,26.2,13.6,114.4,101.8,26.2,13.6,114.4
892,5883,relevant,3,low_certainty,positive,neutral,1.0,0.75,6,5,0.5,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0929430519,0.0975500435,0.36761617550000003,10.8325537521,6.4344030928,0.0,0.0,0.24939607530000002,0.0932204475,0.7574322074000001,0.6807487646,25.5009537015,25.5009537015,48.303237664,48.303237664,40.8679377203,40.8679377203,85.8071175644,85.8071175644,6040.6921006135,6040.6921006135,31361.6276658956,31361.6276658956,6.1344016706,6.1344016706,9.351603217,9.351603217,32.0,32.0,64.0,64.0,32.0,32.0,64.0,64.0
893,5883,relevant,4,high_certainty,positive,negative,1.0,0.75,7,5,1.0,0.6000000000000001,1.0,0.4,2,0.9709505945,0.5214361285,0.7369655942000001,1.0,1.0,112.8812930596,3.4977897196,12.6861045004,16.2433441914,0.9989371208000001,0.9999585915,0.9347529989000001,1.0,0.8096414617000001,0.9439976401,30.4011444418,20.6007629612,181.9894517781,1.0,48.8415252643,32.8943501762,359.3245886843,1.0,7248.6305207362,4832.7536804908,325641.053417812,1.0,7.1612820047,5.1075213365,27.5121475326,1.0,38.2,25.8,255.0,1.0,38.2,25.8,255.0,1.0
894,5883,relevant,5,low_certainty,negative,positive,1.0,0.75,5,6,0.6000000000000001,0.85,0.7000000000000001,0.25,1,0.36111028970000003,0.23242170780000002,0.2645147954,0.7352941176000001,0.9999999933,18.816963466,0.6804500247,10.8325537521,6.4344030928,0.9216376937,0.9732781107,0.4119855546,0.9999999937,0.7574322074000001,0.6807487646,81.4155040289,15.1909712992,30.4011444418,20.6007629612,145.1720998595,26.4421352693,48.8415252643,32.8943501762,53314.0670320226,9409.1882997687,7248.6305207362,4832.7536804908,15.1977254689,3.5054809651000003,7.1612820047,5.1075213365,108.1,19.9,38.2,25.8,108.1,19.9,38.2,25.8
895,5883,relevant,6,exhaustive,positive,neutral,1.0,0.75,7,6,1.0,0.2,1.0,0.8,1,0.7219280949,0.9019157126,2.3219280949,1.0,1.0,556.1135992451,2.9293033577000003,12.8029121171,9.8089410986,0.9938466709,1.0,0.8983220358,1.0,0.8125268804,0.8245821669000001,19.9212950656,76.6851802625,181.9894517781,1.0,34.9228470258,136.6913881031,359.3245886843,1.0,12545.2510663583,50178.004265433,325641.053417812,1.0,4.3406412868,14.3625651472,27.5121475326,1.0,26.2,101.8,255.0,1.0,26.2,101.8,255.0,1.0
896,5883,relevant,7,exhaustive,negative,negative,1.0,0.75,6,5,0.2,0.6000000000000001,0.75,0.4,1,0.2490224996,0.3830748035,0.4830074999,0.8333333333,0.9999999999,23.6105929182,0.568486362,10.8325537521,6.4344030928,0.8272676238000001,0.9986589693000001,0.35829752670000004,0.9999999999,0.7574322074000001,0.6807487646,30.4011444418,20.6007629612,19.9212950656,76.6851802625,48.8415252643,32.8943501762,34.9228470258,136.6913881031,7248.6305207362,4832.7536804908,12545.2510663583,50178.004265433,7.1612820047,5.1075213365,4.3406412868,14.3625651472,38.2,25.8,26.2,101.8,38.2,25.8,26.2,101.8
897,5883,relevant,9,low_certainty,positive,positive,1.0,0.75,6,6,0.9,0.9,0.6000000000000001,0.0,0,0.0,0.0,0.0,1.110223025e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1458277953,10.4606475328,86.1458277953,10.4606475328,153.6528116159,17.9614235129,153.6528116159,17.9614235129,56450.1297986121,6273.1255331791,56450.1297986121,6273.1255331791,16.0328857906,2.6703206434,16.0328857906,2.6703206434,114.4,13.6,114.4,13.6,114.4,13.6,114.4,13.6
898,5883,relevant,10,high_certainty,negative,neutral,1.0,0.75,5,5,0.30000000000000004,0.65,0.7000000000000001,0.35000000000000003,0,0.0527771561,0.3060510184,0.36535683480000003,0.7692307692,0.9999998664,15.8287199921,0.0392559846,9.0426988078,1e-10,0.3107590834,0.9932836178000001,0.030169775500000003,0.9999998729,0.6934673727,0.0,32.851239812,18.1506675911,15.7005722209,35.3013351821,52.8283190363,28.9075564042,24.9207626322,56.8151128084,7852.5997307976,4228.7844704295,3624.8152603681,8456.5689408589,7.6747221718,4.5940811694,4.0806410023,8.1881623388,41.3,22.7,19.6,44.4,41.3,22.7,19.6,44.4
899,5883,relevant,12,low_certainty,negative,positive,1.0,0.75,5,5,0.45,0.75,0.65,0.30000000000000004,0,0.1814963295,0.2547178599,0.29399242070000003,0.7272727273,0.9999880559000001,11.3352758436,0.1361144241,8.8885678363,1e-10,0.7219190451,0.9821533518000001,0.1007730317,0.999988473,0.6872267461,0.0,37.7514305523,13.2504768508,23.0508583314,27.9510490717,60.8019065804,20.9339688601,36.8811439482,44.8547314923,9060.5381509203,3020.8460503068,5436.7228905522,6644.6613106749,8.7016025059,3.5672008353,5.6209615035,6.6478418376,47.5,16.5,28.9,35.1,47.5,16.5,28.9,35.1
900,5884,helpful,1,exhaustive,negative,negative,1.0,0.875,5,3,0.1,0.49,0.74,0.39,2,0.5307158482000001,0.3984266489,0.5082068040000001,0.8843537415,0.9993160676,7.2876515205,1.2153019601,9.3617010897,6.9895259646,0.9763029821,0.9990503307,0.6126346361,0.9993315185,0.7059907621,0.7106976041,6.9853486657,7.2296486113,5.9001907403,45.1017166627,9.1050561868,9.4358748066,8.9735875441,72.7622878965,219.6486472094,228.5730817894,1208.9384201227,10872.4457811043,2.6068459145,2.672431462,2.0268803341,10.241923007,7.86,8.14,7.2,56.8,7.86,8.14,7.2,56.8
901,5884,helpful,3,low_certainty,negative,positive,1.0,0.875,5,5,0.67,0.65,0.34,0.02,0,0.0191416826,0.0012791678,0.0012799867000000001,0.0852878465,0.052983843700000005,0.0544391254,0.014001714,6.1824471718,0.0,0.1262664885,0.0173754448,0.0108670599,0.053145478700000005,0.5544394437,3.330669074e-16,32.851239812,18.1506675911,33.83127796,17.170629443,52.8283190363,28.9075564042,54.4230365451,27.3128388954,7852.5997307976,4228.7844704295,8094.1874148221,3987.1967864049,7.6747221718,4.5940811694,7.8800982386000005,4.3887051026,41.3,22.7,42.54,21.46,41.3,22.7,42.54,21.46
902,5884,helpful,5,high_certainty,negative,negative,1.0,0.875,4,3,0.25,0.38,0.56,0.13,1,0.14676389780000001,0.053466536700000004,0.054948954200000004,0.4561403509,0.5069802961000001,0.7072061385,0.46622858240000004,7.5389331019,2.7687295766,0.6447463082,0.5287998616,0.304991685,0.5080723217,0.6268584274,0.3881741879,5.6416989653,8.5732983117,7.231418753,19.6942562591,7.2855537775,11.2553772159,10.2322249069,28.6966747208,170.5642570196,277.6574719793,582.2612759636,1744.7838278908,2.2461254031,3.0331519734,2.5120017383,5.5360052148,6.32,9.68,8.5,23.5,6.32,9.68,8.5,23.5
903,5884,helpful,6,high_certainty,positive,neutral,1.0,0.875,5,3,0.6900000000000001,0.58,0.61,0.11,2,0.0882804367,0.0363792202,0.037057443700000005,0.3795721187,0.5251084457,0.7446688078,0.7841541663,9.3617010897,6.9895259647,0.4634094878,0.3979805716,0.45769760810000004,0.5262159735,0.7059907621,0.7106976041,8.0846984207,6.1302988563,34.8113161081,16.1905912949,10.5937399762,7.9471910172,56.0177540539,25.7181213866,259.8086028193,188.4131261795,8335.7750988466,3745.6091023804,2.9019808784,2.3772964980999998,8.0854743054,4.1833290358,9.12,6.88,43.78,20.22,9.12,6.88,43.78,20.22
904,5884,helpful,7,low_certainty,positive,positive,1.0,0.875,4,4,0.6000000000000001,0.59,0.38,0.01,0,0.0055498743,0.0002989192,0.0002989639,0.0406504065,0.0059967043,0.0060147568,0.0037952369000000003,3.860748702,0.0,0.0383796956,0.0040856495,0.002957313,0.0060154502,0.3963947309,0.0,15.7061482571,11.219526755,15.9554050072,10.9702700048,22.7880507804,16.1408488474,23.1573397767,15.7715598511,1372.7766112741,954.2684925803,1396.0270623127,931.0180415418,4.5683241023,3.4796828507,4.6288041718,3.4192027812,18.7,13.3,19.0,13.0,18.7,13.3,19.0,13.0
905,5884,helpful,8,high_certainty,negative,positive,1.0,0.875,5,3,0.35000000000000003,0.5700000000000001,0.56,0.22,2,0.0517469818,0.13168831,0.1412045389,0.5937921727000001,0.8237467192,1.7358332228000002,0.7567351135,9.3617010897,6.9895259647,0.3057339334,0.8553818543,0.4459689068,0.8247034016,0.7059907621,0.7106976041,7.9625484479,6.2524488291,18.1506675911,32.851239812,10.4283306662,8.1126003272,28.9075564042,52.8283190363,255.3463855293,192.8753434695,4228.7844704295,7852.5997307976,2.8691881046,2.4100892719,4.5940811694,7.6747221718,8.98,7.02,22.7,41.3,8.98,7.02,22.7,41.3
906,5884,helpful,9,exhaustive,positive,neutral,1.0,0.875,7,3,0.96,0.64,0.9,0.32,4,0.7003910002,0.3525845031,0.4347670006,0.9259259259,0.9998824297000001,9.0484741248,4.1999395715,12.6921797638,23.2328701561,0.9928374601000001,0.9974038097000001,0.9622780409,0.9998857185000001,0.8097926238,0.9837983831,8.8175982573,5.3973990197,174.749873707,8.2395780711,11.5861958358,6.9547351576,344.9916051369,15.3329835474,286.5819065592,161.6398224396,312615.4512810995,13026.6021367125,3.098737521,2.1805398555,26.4516616313,2.0604859013,9.96,6.04,244.84,11.16,9.96,6.04,244.84,11.16
907,5884,helpful,10,non_answer,,negative,1.0,0.875,4,4,0.38,0.43,0.01,0.05,0,0.027773015,0.0074141307,0.007441752,0.1875468867,0.14035916580000002,0.1512406117,0.0190239115,5.4532013933,0.0,0.177860118,0.0968869483,0.0147360628,0.140766721,0.5098605355,0.0,11.7180402552,15.2076347569,10.4717565046,16.4539185075,16.8794268399,22.0494727878,15.0329818586,23.8959177692,1000.7693946574,1326.275709197,884.5171394647,1442.5279643898,3.6006429898,4.4473639632,3.2982426421,4.7497643109,13.9,18.1,12.4,19.6,13.9,18.1,12.4,19.6
908,5884,helpful,11,low_certainty,negative,neutral,1.0,0.875,5,2,0.25,0.54,0.62,0.29,3,0.18410031440000002,0.2221213336,0.25118472270000003,0.7160493827000001,0.8462904181,1.8726902886999999,1.1940503971,9.3923327388,8.8057385376,0.7269786584,0.9679266521000001,0.6061569604,0.8471903225,0.7071660375000001,0.7904027554,3.9724785227,3.5321113342,13.2504768508,37.7514305523,4.68853206,4.1420828659,20.9339688601,60.8019065804,46.540268652099996,39.7935621851,3020.8460503068,9060.5381509203,1.7900549939000001,1.6730098097,3.5672008353,8.7016025059,4.24,3.76,16.5,47.5,4.24,3.76,16.5,47.5
909,5884,helpful,12,low_certainty,positive,positive,1.0,0.875,4,5,0.72,0.8,0.35000000000000003,0.08,1,0.13352271570000002,0.0261298343,0.0264772843,0.3571428571,0.7203042344,1.2740528179,0.4790761603,9.1855700138,4.2207963881,0.6099776938,0.3041217721,0.3119249428,0.7214193248,0.6991408427,0.5271490836,40.2015259224,10.8003814806,18.9464860087,7.9791890034,64.7887003524,16.9471750881,27.588807732,11.3400918958,9664.5073609816,2416.8768402454,1675.0324747752,652.0126290792,9.2150426729,3.0537606682,5.3545650062,2.6934419468,50.6,13.4,22.6,9.4,50.6,13.4,22.6,9.4
910,5885,helpful,1,high_certainty,positive,neutral,1.0,1.0,6,3,0.9500000000000001,0.5,0.9,0.45,3,0.7136030429,0.5101240303,0.7136030429,0.9473684211000001,0.9999965868,12.587868358,1.9007463429,11.0393319374,13.4239290576,0.9934746254000001,0.9999429794,0.7731095909,0.9999967189000001,0.7639030006,0.9076398527,7.1074986385,7.1074986385,90.8761515617,5.7303237664,9.2704654967,9.2704654967,162.1335233724,9.4807117564,224.1108644994,224.1108644994,59586.1925652017,3137.0627665896,2.6396386882,2.6396386882,16.8680461123,1.8351603217,8.0,8.0,120.7,7.3,8.0,8.0,120.7,7.3
