submission_id,StimID,AnswerCertainty,AnswerPolarity,ContextType,pos,pri,rel,bch,ech,klu,bfu,conf_pos,conf_pri,2ord_bch,beta_ech,beta_klu,beta_bfu,beta_bch,RowID,GroupID,pos_rank,pri_rank,rel_rank,bch_rank,ech_rank,klu_rank,bfu_rank,conf_pos_rank,conf_pri_rank,2ord_bch_rank,beta_ech_rank,beta_klu_rank,beta_bfu_rank,beta_bch_rank,pos_rank_diff,pri_rank_diff,rel_rank_diff,bch_rank_diff,ech_rank_diff,klu_rank_diff,bfu_rank_diff,conf_pos_rank_diff,conf_pri_rank_diff,2ord_bch_rank_diff,beta_ech_rank_diff,beta_klu_rank_diff,beta_bfu_rank_diff,beta_bch_rank_diff,pos_mean,pos_rank_mean,pos_rank_diff_mean,pri_mean,pri_rank_mean,pri_rank_diff_mean,rel_mean,rel_rank_mean,rel_rank_diff_mean,bch_mean,bch_rank_mean,bch_rank_diff_mean,ech_mean,ech_rank_mean,ech_rank_diff_mean,klu_mean,klu_rank_mean,klu_rank_diff_mean,bfu_mean,bfu_rank_mean,bfu_rank_diff_mean,conf_pos_mean,conf_pos_rank_mean,conf_pos_rank_diff_mean,conf_pri_mean,conf_pri_rank_mean,conf_pri_rank_diff_mean,2ord_bch_mean,2ord_bch_rank_mean,2ord_bch_rank_diff_mean,beta_ech_mean,beta_ech_rank_mean,beta_ech_rank_diff_mean,beta_klu_mean,beta_klu_rank_mean,beta_klu_rank_diff_mean,beta_bfu_mean,beta_bfu_rank_mean,beta_bfu_rank_diff_mean,beta_bch_mean,beta_bch_rank_mean,beta_bch_rank_diff_mean,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro,stimulus
5824,12,non_answer,positive,neutral,0.02,0.02,0.05,0.00,0.00,0.00,0.00,5,6,1,0.00,0.10,11.55,53.85,12non_answerpositiveneutral5824,12non_answerpositiveneutral,246.50,59.50,189.00,157.00,174.50,157.00,143.00,741.50,1822.50,1214.00,1082.50,350.00,1257.00,1531.00,57.50,-129.50,0.00,-32.00,-14.50,-32.00,-46.00,552.50,1633.50,1025.00,893.50,161.00,1068.00,1342.00,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5833,12,non_answer,positive,neutral,0.05,0.05,0.05,0.00,0.00,0.00,0.00,5,5,0,0.00,0.00,0.69,0.00,12non_answerpositiveneutral5833,12non_answerpositiveneutral,375.00,123.00,189.00,157.00,174.50,157.00,292.00,741.50,1191.00,394.00,116.50,107.00,107.00,276.50,186.00,-66.00,0.00,-32.00,-14.50,-32.00,103.00,552.50,1002.00,205.00,-72.50,-82.00,-82.00,87.50,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5932,12,non_answer,positive,neutral,0.15,0.05,0.06,0.10,0.32,0.21,0.70,2,5,3,0.00,0.99,9.18,41.94,12non_answerpositiveneutral5932,12non_answerpositiveneutral,650.00,123.00,201.50,757.50,1422.50,912.00,1040.50,42.00,1191.00,2137.00,1667.00,1129.00,902.50,1217.50,448.50,-78.50,0.00,556.00,1221.00,710.50,839.00,-159.50,989.50,1935.50,1465.50,927.50,701.00,1016.00,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5952,12,non_answer,positive,neutral,0.20,0.20,0.11,0.00,0.00,0.00,0.00,3,4,1,0.00,0.09,6.63,11.59,12non_answerpositiveneutral5952,12non_answerpositiveneutral,738.00,479.00,251.50,157.00,174.50,157.00,143.00,138.50,657.50,1214.00,654.00,337.00,401.00,878.00,486.50,227.50,0.00,-94.50,-77.00,-94.50,-108.50,-113.00,406.00,962.50,402.50,85.50,149.50,626.50,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5955,12,non_answer,positive,neutral,0.00,0.05,0.00,0.05,0.29,0.16,1.00,6,4,2,0.00,0.96,11.63,78.83,12non_answerpositiveneutral5955,12non_answerpositiveneutral,92.50,123.00,64.50,531.50,1347.00,851.00,2161.00,1390.00,657.50,1844.50,1707.00,959.00,1588.00,1669.50,28.00,58.50,0.00,467.00,1282.50,786.50,2096.50,1325.50,593.00,1780.00,1642.50,894.50,1523.50,1605.00,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5972,12,non_answer,positive,neutral,0.03,0.03,0.00,0.00,0.00,0.00,0.00,6,7,1,0.00,0.09,14.01,116.10,12non_answerpositiveneutral5972,12non_answerpositiveneutral,287.00,79.00,64.50,157.00,174.50,157.00,143.00,1390.00,2237.00,1214.00,1149.50,334.00,1859.00,1890.00,222.50,14.50,0.00,92.50,110.00,92.50,78.50,1325.50,2172.50,1149.50,1085.00,269.50,1794.50,1825.50,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
6013,12,non_answer,positive,neutral,0.17,0.15,0.25,0.02,0.05,0.01,0.14,3,5,2,0.00,0.48,9.17,36.56,12non_answerpositiveneutral6013,12non_answerpositiveneutral,684.50,371.50,359.00,390.00,570.00,379.00,381.00,138.50,1191.00,1844.50,1118.00,548.00,840.00,1153.50,325.50,12.50,0.00,31.00,211.00,20.00,22.00,-220.50,832.00,1485.50,759.00,189.00,481.00,794.50,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
6060,12,non_answer,positive,neutral,0.10,0.10,0.00,0.00,0.00,0.00,0.00,3,3,0,0.00,0.00,0.69,0.00,12non_answerpositiveneutral6060,12non_answerpositiveneutral,540.50,254.50,64.50,157.00,174.50,157.00,143.00,138.50,318.50,394.00,116.50,107.00,107.00,276.50,476.00,190.00,0.00,92.50,110.00,92.50,78.50,74.00,254.00,329.50,52.00,42.50,42.50,212.00,0.09,451.75,278.81,0.08,201.56,28.62,0.07,172.94,0.00,0.02,308.00,135.06,0.08,526.50,353.56,0.05,365.88,192.94,0.23,555.81,382.88,4.12,590.06,417.12,4.88,1158.25,985.31,1.25,1282.00,1109.06,0.00,951.38,778.44,0.34,483.88,310.94,7.94,882.69,709.75,42.36,1111.56,938.62,They are renovating the school this year.,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",school is canceled,Is school canceled?,You ask your mother:,Your mother responds:,"GroupID: **12non_answerpositiveneutral**

AnswerCertainty: **`non_answer`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.

You ask your mother: **Is school canceled?**

Your mother responds: **They are renovating the school this year.**"
5825,2,exhaustive,negative,neutral,0.10,0.31,0.84,0.21,0.42,0.34,0.75,7,5,2,0.00,1.00,14.09,169.96,2exhaustivenegativeneutral5825,2exhaustivenegativeneutral,540.50,738.50,1365.00,1208.00,1627.50,1148.50,1170.00,2058.00,1191.00,1844.50,1892.00,1310.00,2023.00,2163.50,-824.50,-626.50,0.00,-157.00,262.50,-216.50,-195.00,693.00,-174.00,479.50,527.00,-55.00,658.00,798.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5875,2,exhaustive,negative,neutral,0.13,0.72,0.91,0.59,0.30,0.92,0.94,4,5,1,0.00,1.00,9.09,24.98,2exhaustivenegativeneutral5875,2exhaustivenegativeneutral,613.00,1821.00,1598.00,2034.50,1375.00,1987.00,1675.00,340.50,1191.00,1214.00,685.50,2004.00,681.50,1097.50,-985.00,223.00,0.00,436.50,-223.00,389.00,77.00,-1257.50,-407.00,-384.00,-912.50,406.00,-916.50,-500.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5926,2,exhaustive,negative,neutral,0.05,0.85,1.00,0.80,0.32,1.00,0.99,6,6,0,0.00,1.00,12.11,0.00,2exhaustivenegativeneutral5926,2exhaustivenegativeneutral,375.00,2131.50,2134.00,2253.50,1422.50,2228.50,1919.50,1390.00,1822.50,394.00,1170.50,2004.00,1767.00,276.50,-1759.00,-2.50,0.00,119.50,-711.50,94.50,-214.50,-744.00,-311.50,-1740.00,-963.50,-130.00,-367.00,-1857.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5927,2,exhaustive,negative,neutral,0.00,0.60,0.99,0.60,0.97,0.95,1.00,6,3,3,0.00,1.00,11.64,90.41,2exhaustivenegativeneutral5927,2exhaustivenegativeneutral,92.50,1471.50,1892.00,2056.50,2244.50,2054.50,2161.00,1390.00,318.50,2137.00,2119.00,2004.00,1713.00,1764.50,-1799.50,-420.50,0.00,164.50,352.50,162.50,269.00,-502.00,-1573.50,245.00,227.00,112.00,-179.00,-127.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5930,2,exhaustive,negative,neutral,0.15,0.68,0.90,0.53,0.29,0.87,0.92,6,3,3,0.00,1.00,11.64,90.41,2exhaustivenegativeneutral5930,2exhaustivenegativeneutral,650.00,1681.50,1541.00,1960.00,1361.00,1850.00,1586.00,1390.00,318.50,2137.00,1617.00,1340.00,1624.00,1764.50,-891.00,140.50,0.00,419.00,-180.00,309.00,45.00,-151.00,-1222.50,596.00,76.00,-201.00,83.00,223.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5988,2,exhaustive,negative,neutral,0.00,0.60,1.00,0.60,0.97,0.95,1.00,7,4,3,0.00,1.00,14.10,194.93,2exhaustivenegativeneutral5988,2exhaustivenegativeneutral,92.50,1471.50,2134.00,2056.50,2244.50,2054.50,2161.00,2058.00,657.50,2137.00,2289.50,2004.00,2253.00,2260.00,-2041.50,-662.50,0.00,-77.50,110.50,-79.50,27.00,-76.00,-1476.50,3.00,155.50,-130.00,119.00,126.00,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
6057,2,exhaustive,negative,neutral,0.40,0.70,0.70,0.30,0.09,0.47,0.71,5,5,0,0.00,1.00,8.67,0.00,2exhaustivenegativeneutral6057,2exhaustivenegativeneutral,1069.50,1748.50,986.00,1472.50,731.00,1342.00,1062.00,741.50,1191.00,394.00,611.00,1321.00,559.50,670.00,83.50,762.50,0.00,486.50,-255.00,356.00,76.00,-244.50,205.00,-592.00,-375.00,335.00,-426.50,-316.00,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
6064,2,exhaustive,negative,neutral,0.01,0.55,0.98,0.54,0.91,0.91,0.99,6,2,4,0.00,1.00,11.64,95.79,2exhaustivenegativeneutral6064,2exhaustivenegativeneutral,204.00,1355.50,1834.50,1969.00,2200.00,1978.00,1927.00,1390.00,116.00,2264.00,2120.00,1415.00,1677.00,1815.00,-1630.50,-479.00,0.00,134.50,365.50,143.50,92.50,-444.50,-1718.50,429.50,285.50,-419.50,-157.50,-19.50,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
6069,2,exhaustive,negative,neutral,0.00,0.83,0.97,0.83,0.66,1.00,1.00,6,3,3,0.00,1.00,11.64,90.41,2exhaustivenegativeneutral6069,2exhaustivenegativeneutral,92.50,2089.50,1797.50,2270.00,1973.50,2245.00,2161.00,1390.00,318.50,2137.00,2009.00,2004.00,1714.00,1764.50,-1705.00,292.00,0.00,472.50,176.00,447.50,363.50,-407.50,-1479.00,339.50,211.50,206.50,-83.50,-33.00,0.09,414.39,-1283.61,0.65,1612.11,-85.89,0.92,1698.00,0.00,0.56,1920.06,222.06,0.55,1686.61,-11.39,0.82,1876.44,178.44,0.92,1758.06,60.06,5.89,1349.78,-348.22,4.00,791.61,-906.39,2.11,1628.72,-69.28,0.00,1612.61,-85.39,1.00,1711.78,13.78,11.62,1556.89,-141.11,84.10,1508.44,-189.56,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:,"GroupID: **2exhaustivenegativeneutral**

AnswerCertainty: **`exhaustive`**

AnswerPolarity: **`negative`**

ContextType: **`neutral`**

After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. 

You ask your sibling: **Are we having hamburgers for dinner?**

Your sibling responds: **We're having lasagna.**"
5825,3,low_certainty,positive,neutral,0.60,0.43,0.14,0.17,0.01,0.18,0.50,4,5,1,0.00,0.95,9.09,24.98,3low_certaintypositiveneutral5825,3low_certaintypositiveneutral,1380.50,925.00,268.00,1049.50,422.00,881.00,691.00,340.50,1191.00,1214.00,389.00,931.00,681.50,1038.50,1112.50,657.00,0.00,781.50,154.00,613.00,423.00,72.50,923.00,946.00,121.00,663.00,413.50,770.50,0.57,1334.69,936.81,0.46,1053.88,656.00,0.28,397.88,0.00,0.11,705.81,307.94,0.07,550.69,152.81,0.14,624.81,226.94,0.31,527.88,130.00,5.00,803.38,405.50,4.75,1130.75,732.88,0.75,985.31,587.44,0.00,493.75,95.88,0.47,584.81,186.94,7.51,711.94,314.06,22.60,898.44,500.56,He lives in the suburbs.,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",Joe is married,Is Joe married?,You ask your coworker Laura:,Laura responds:,"GroupID: **3low_certaintypositiveneutral**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.

You ask your coworker Laura: **Is Joe married?**

Laura responds: **He lives in the suburbs.**"
5829,3,low_certainty,positive,neutral,0.33,0.33,0.05,0.00,0.00,0.00,0.00,5,5,0,0.00,0.00,0.69,0.00,3low_certaintypositiveneutral5829,3low_certaintypositiveneutral,964.00,764.00,189.00,157.00,174.50,157.00,143.00,741.50,1191.00,394.00,116.50,107.00,107.00,276.50,775.00,575.00,0.00,-32.00,-14.50,-32.00,-46.00,552.50,1002.00,205.00,-72.50,-82.00,-82.00,87.50,0.57,1334.69,936.81,0.46,1053.88,656.00,0.28,397.88,0.00,0.11,705.81,307.94,0.07,550.69,152.81,0.14,624.81,226.94,0.31,527.88,130.00,5.00,803.38,405.50,4.75,1130.75,732.88,0.75,985.31,587.44,0.00,493.75,95.88,0.47,584.81,186.94,7.51,711.94,314.06,22.60,898.44,500.56,He lives in the suburbs.,"Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.",Joe is married,Is Joe married?,You ask your coworker Laura:,Laura responds:,"GroupID: **3low_certaintypositiveneutral**

AnswerCertainty: **`low_certainty`**

AnswerPolarity: **`positive`**

ContextType: **`neutral`**

Joe is the new guy at work, and he's pretty cute. You're thinking of asking him on a date, but if he's married that would be pretty awkward.

You ask your coworker Laura: **Is Joe married?**

Laura responds: **He lives in the suburbs.**"
