StimID,TrialType,TaskType,Answer,AnswerCertainty,AnswerPolarity,Context,ContextType,CriticalProposition,YourQuestion,YourQuestionIntro,name,SliderLabelLeft,SliderLabelRight,AnswerIntro,TaskQuestion
10,main,prior,Adam got the part.,exhaustive,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",negative,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,Adam got the part.,exhaustive,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",neutral,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,Adam got the part.,exhaustive,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",positive,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,Everyone else who auditioned for the lead got a different part.,high_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",negative,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,Everyone else who auditioned for the lead got a different part.,high_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",neutral,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,Everyone else who auditioned for the lead got a different part.,high_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",positive,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,"Buster got a rejection email yesterday, but Adam didn't.",low_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",negative,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,"Buster got a rejection email yesterday, but Adam didn't.",low_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",neutral,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
10,main,prior,"Buster got a rejection email yesterday, but Adam didn't.",low_certainty,positive,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",positive,Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane,highly unlikely,highly likely,Jane responds:,How likely do you think it is that Adam got the lead role?
11,main,prior,She's bringing a bottle of wine.,non_answer,N/A,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's bringing a bottle of wine.,non_answer,N/A,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's bringing a bottle of wine.,non_answer,N/A,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's right outside.,exhaustive,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's right outside.,exhaustive,negative,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's right outside.,exhaustive,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane has never been late before.,high_certainty,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane has never been late before.,high_certainty,negative,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane has never been late before.,high_certainty,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane says she's on the way.,low_certainty,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane says she's on the way.,low_certainty,negative,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,Jane says she's on the way.,low_certainty,negative,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She'll be a half hour late.,exhaustive,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She'll be a half hour late.,exhaustive,positive,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She'll be a half hour late.,exhaustive,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's still at work.,high_certainty,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's still at work.,high_certainty,positive,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,She's still at work.,high_certainty,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,There's traffic.,low_certainty,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",negative,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,There's traffic.,low_certainty,positive,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,neutral,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
11,main,prior,There's traffic.,low_certainty,positive,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",positive,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe,highly unlikely,highly likely,Joe responds:,How likely do you think it is that Jane will be late?
12,main,prior,They are renovating the school this year.,non_answer,N/A,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They are renovating the school this year.,non_answer,N/A,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They are renovating the school this year.,non_answer,N/A,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school would be open.,exhaustive,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school would be open.,exhaustive,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school would be open.,exhaustive,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,A school bus is coming down the road now.,high_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,A school bus is coming down the road now.,high_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,A school bus is coming down the road now.,high_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They didn't cancel last time it snowed.,low_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They didn't cancel last time it snowed.,low_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They didn't cancel last time it snowed.,low_certainty,negative,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school is canceled.,exhaustive,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school is canceled.,exhaustive,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,They already announced that school is canceled.,exhaustive,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,The street is covered with ice.,high_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,The street is covered with ice.,high_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,The street is covered with ice.,high_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,There's a little ice on the sidewalk.,low_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and see that it's sunny and there's no snow on the ground.",negative,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,There's a little ice on the sidewalk.,low_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that the snow has stopped. The sidewalk is dusted with a thin layer of snow.",neutral,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
12,main,prior,There's a little ice on the sidewalk.,low_certainty,positive,"Before bed last night, you saw it was supposed to snow overnight. You wake up at 6:00am and look out the window, and notice that it's still snowing. The roads are covered in a thick layer of snow.",positive,school is canceled,Is school canceled?,You ask your mother:,your mother,highly unlikely,highly likely,Your mother responds:,How likely do you think it is that school is canceled?
1,main,posterior,There are supposed to be 100 guests.,non_answer,N/A,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,There are supposed to be 100 guests.,non_answer,N/A,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,There are supposed to be 100 guests.,non_answer,N/A,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be in the ballroom.,exhaustive,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be in the ballroom.,exhaustive,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be in the ballroom.,exhaustive,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to rain this afternoon.,high_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to rain this afternoon.,high_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to rain this afternoon.,high_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to be cloudy this afternoon.,low_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to be cloudy this afternoon.,low_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's going to be cloudy this afternoon.,low_certainty,negative,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It'll be on the beach.,exhaustive,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,There's a wedding canopy set up on the beach.,high_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",negative,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",neutral,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
1,main,posterior,It's a beautiful sunny day.,low_certainty,positive,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",positive,the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara,highly unlikely,highly likely,Clara responds:,"How likely do you think it is now, after hearing Clara's answer, that the ceremony will be outdoors?"
2,main,posterior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,"How likely do you think it is now, after hearing your sibling's answer, that we're having hamburgers?"
2,main,posterior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,"How likely do you think it is now, after hearing your sibling's answer, that we're having hamburgers?"
2,main,posterior,We're having chicken soup for lunch.,non_answer,N/A,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",positive,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,"How likely do you think it is now, after hearing your sibling's answer, that we're having hamburgers?"
2,main,posterior,We're having lasagna.,exhaustive,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",negative,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,"How likely do you think it is now, after hearing your sibling's answer, that we're having hamburgers?"
2,main,posterior,We're having lasagna.,exhaustive,negative,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",neutral,we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,your sibling,highly unlikely,highly likely,Your sibling responds:,"How likely do you think it is now, after hearing your sibling's answer, that we're having hamburgers?"
